,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,
197905,"	0","	0","	13","	33","	102","	8","	5","	0","	3","	40","	8","	4","	3","	1","	7","	3","	0","	0","	0","	5","	3","	12","	29","	19","	14","	4","	11","	3","	3","	2","	1","	7","	12","	0","	15","	22","	2","	6","	11","	2","	9","	8","	7","	71","	10","	3","	2","	11","	11","	1","	0","	"
197906,"	0","	5","	10","	23","	0","	5","	5","	0","	1","	6","	23","	1","	5","	4","	21","	4","	2","	0","	12","	4","	17","	4","	27","	20","	9","	5","	0","	7","	0","	4","	0","	16","	18","	4","	16","	19","	4","	24","	0","	1","	2","	1","	14","	69","	4","	3","	2","	14","	10","	3","	0","	"
197907,"	4","	1","	2","	42","	0","	14","	3","	0","	0","	7","	0","	1","	5","	9","	19","	3","	2","	5","	13","	11","	0","	0","	28","	17","	6","	3","	11","	9","	1","	8","	2","	10","	24","	4","	23","	13","	1","	4","	0","	3","	10","	13","	23","	88","	5","	6","	4","	13","	6","	0","	1","	"
197908,"	0","	5","	2","	20","	69","	9","	3","	0","	0","	16","	19","	6","	5","	3","	23","	7","	0","	12","	15","	1","	8","	3","	41","	17","	16","	10","	1","	4","	3","	1","	0","	13","	18","	1","	20","	28","	8","	30","	44","	7","	0","	7","	15","	77","	18","	9","	0","	32","	8","	2","	0","	"
197909,"	0","	14","	9","	27","	118","	18","	5","	0","	1","	10","	3","	1","	1","	1","	9","	8","	0","	6","	12","	5","	2","	0","	42","	17","	12","	4","	8","	13","	3","	4","	1","	17","	31","	4","	28","	8","	14","	22","	11","	2","	5","	4","	15","	48","	2","	0","	1","	0","	13","	5","	0","	"
197910,"	3","	3","	12","	32","	104","	12","	7","	0","	2","	6","	7","	2","	4","	4","	15","	6","	3","	0","	6","	2","	5","	3","	31","	10","	3","	8","	0","	0","	0","	2","	3","	18","	23","	4","	35","	23","	7","	29","	0","	2","	2","	6","	6","	49","	14","	4","	3","	30","	4","	4","	0","	"
197911,"	0","	1","	6","	19","	73","	15","	2","	1","	0","	25","	0","	2","	0","	5","	40","	3","	4","	0","	27","	9","	6","	5","	35","	14","	6","	7","	1","	10","	0","	0","	2","	10","	4","	2","	31","	14","	0","	13","	15","	2","	5","	4","	9","	77","	0","	4","	1","	27","	6","	1","	0","	"
197912,"	2","	0","	4","	51","	92","	11","	6","	2","	0","	40","	20","	2","	2","	0","	18","	5","	2","	14","	10","	6","	2","	5","	22","	9","	15","	8","	0","	42","	0","	1","	2","	13","	24","	5","	27","	20","	17","	16","	7","	0","	4","	3","	19","	34","	5","	6","	1","	6","	1","	2","	0","	"
197913,"	1","	16","	4","	12","	67","	4","	1","	1","	0","	29","	17","	3","	1","	0","	24","	6","	4","	13","	11","	4","	1","	1","	19","	14","	6","	6","	1","	11","	0","	1","	4","	8","	19","	2","	22","	24","	6","	9","	0","	3","	1","	3","	15","	56","	2","	5","	1","	13","	1","	3","	0","	"
197914,"	1","	2","	4","	44","	67","	13","	0","	0","	0","	21","	0","	1","	0","	6","	16","	6","	6","	0","	1","	7","	10","	4","	19","	10","	4","	8","	0","	5","	0","	3","	0","	20","	8","	4","	32","	19","	5","	10","	6","	1","	4","	17","	17","	65","	8","	7","	4","	55","	5","	3","	1","	"
197915,"	0","	3","	5","	18","	86","	8","	3","	0","	0","	21","	1","	0","	4","	1","	13","	2","	18","	6","	6","	3","	10","	3","	20","	2","	5","	6","	1","	17","	0","	0","	2","	21","	22","	3","	14","	16","	4","	15","	0","	1","	6","	6","	9","	83","	5","	7","	0","	18","	10","	1","	0","	"
197916,"	0","	1","	3","	50","	66","	12","	4","	0","	0","	34","	0","	1","	3","	2","	26","	5","	2","	9","	0","	1","	3","	0","	23","	7","	16","	8","	0","	6","	0","	0","	2","	10","	12","	2","	12","	1","	9","	14","	17","	5","	3","	2","	13","	79","	0","	5","	1","	18","	1","	0","	0","	"
197917,"	1","	6","	6","	18","	86","	2","	5","	0","	0","	35","	2","	4","	5","	2","	13","	4","	3","	0","	23","	4","	12","	7","	31","	13","	20","	2","	3","	4","	0","	7","	0","	15","	8","	7","	27","	36","	3","	19","	0","	0","	4","	4","	5","	50","	6","	13","	2","	9","	6","	3","	1","	"
197918,"	1","	1","	10","	39","	94","	6","	3","	0","	0","	26","	17","	3","	1","	4","	15","	6","	3","	0","	0","	4","	10","	0","	14","	11","	18","	12","	6","	14","	0","	1","	2","	18","	15","	0","	15","	11","	2","	24","	11","	0","	7","	2","	17","	58","	1","	5","	0","	24","	3","	2","	2","	"
197919,"	1","	3","	4","	48","	89","	12","	9","	0","	0","	23","	17","	1","	5","	0","	15","	2","	6","	8","	0","	7","	2","	6","	19","	15","	4","	2","	7","	14","	0","	1","	2","	12","	25","	7","	18","	18","	9","	21","	12","	0","	1","	6","	10","	71","	11","	3","	1","	35","	1","	1","	1","	"
197920,"	16","	4","	5","	0","	77","	9","	4","	1","	0","	23","	0","	1","	2","	5","	22","	5","	6","	19","	20","	6","	0","	3","	33","	6","	9","	10","	11","	9","	0","	0","	0","	17","	0","	5","	23","	10","	3","	11","	7","	1","	2","	2","	0","	87","	6","	4","	0","	18","	13","	2","	1","	"
197921,"	0","	17","	4","	42","	0","	8","	2","	2","	0","	27","	0","	0","	7","	0","	24","	1","	1","	0","	4","	4","	14","	1","	9","	8","	12","	18","	0","	17","	0","	2","	0","	13","	2","	6","	38","	16","	5","	13","	5","	2","	5","	2","	10","	66","	7","	7","	3","	8","	6","	0","	5","	"
197922,"	0","	1","	4","	30","	60","	12","	2","	0","	0","	18","	20","	6","	4","	1","	11","	1","	3","	0","	5","	3","	4","	1","	14","	9","	5","	10","	7","	4","	1","	0","	0","	11","	6","	5","	10","	7","	1","	17","	21","	0","	2","	6","	20","	73","	1","	4","	0","	22","	5","	4","	1","	"
197923,"	1","	4","	5","	10","	66","	5","	3","	1","	0","	35","	11","	5","	4","	6","	8","	7","	0","	8","	8","	5","	8","	6","	24","	5","	4","	7","	1","	5","	0","	0","	0","	12","	15","	6","	22","	19","	2","	15","	11","	1","	1","	4","	7","	52","	4","	3","	4","	15","	4","	1","	2","	"
197924,"	0","	7","	9","	44","	35","	12","	5","	0","	1","	22","	19","	3","	1","	12","	35","	5","	7","	10","	10","	1","	0","	0","	11","	4","	4","	9","	2","	11","	0","	11","	0","	17","	19","	0","	16","	9","	1","	12","	4","	2","	3","	0","	6","	86","	13","	5","	1","	20","	5","	2","	0","	"
197925,"	1","	0","	3","	43","	130","	3","	4","	0","	0","	36","	11","	2","	4","	4","	19","	0","	9","	2","	4","	3","	1","	0","	28","	8","	12","	6","	3","	6","	0","	0","	0","	14","	9","	1","	52","	17","	8","	11","	10","	0","	1","	3","	11","	73","	4","	4","	0","	14","	6","	1","	1","	"
197926,"	1","	5","	6","	28","	82","	5","	3","	0","	1","	33","	19","	1","	10","	1","	22","	4","	0","	3","	8","	6","	0","	2","	10","	3","	12","	15","	3","	8","	0","	0","	0","	4","	8","	4","	30","	22","	5","	15","	16","	2","	2","	2","	12","	94","	3","	3","	1","	19","	9","	2","	0","	"
197927,"	0","	5","	4","	50","	64","	8","	1","	1","	0","	17","	9","	9","	4","	0","	8","	2","	1","	5","	3","	1","	8","	5","	25","	8","	0","	6","	2","	1","	0","	1","	1","	7","	10","	2","	20","	19","	13","	15","	0","	3","	5","	3","	12","	47","	3","	4","	2","	13","	4","	6","	0","	"
197928,"	3","	2","	3","	56","	111","	6","	0","	2","	0","	33","	3","	10","	6","	1","	19","	2","	5","	6","	11","	6","	8","	0","	21","	4","	4","	7","	4","	11","	0","	2","	0","	0","	8","	4","	26","	14","	3","	22","	12","	1","	6","	0","	7","	52","	7","	5","	0","	31","	1","	0","	0","	"
197929,"	2","	7","	9","	31","	114","	16","	5","	5","	1","	23","	21","	2","	13","	10","	18","	4","	4","	2","	21","	4","	12","	3","	19","	9","	8","	5","	1","	9","	0","	1","	0","	0","	9","	4","	11","	20","	4","	12","	0","	1","	11","	3","	11","	50","	11","	4","	0","	26","	8","	4","	0","	"
197930,"	2","	1","	3","	24","	109","	13","	3","	1","	0","	19","	0","	6","	7","	6","	8","	4","	6","	25","	5","	3","	13","	0","	19","	6","	12","	15","	2","	4","	0","	1","	0","	15","	6","	3","	10","	16","	3","	17","	0","	2","	2","	8","	9","	93","	5","	6","	4","	26","	2","	2","	0","	"
197931,"	1","	5","	6","	52","	79","	11","	3","	0","	0","	20","	3","	3","	2","	2","	18","	10","	1","	4","	4","	1","	8","	0","	13","	15","	16","	6","	5","	6","	0","	3","	1","	19","	21","	7","	10","	27","	9","	16","	0","	3","	2","	4","	8","	68","	5","	13","	0","	21","	4","	7","	0","	"
197932,"	0","	1","	5","	40","	73","	14","	2","	0","	0","	25","	1","	1","	2","	6","	19","	0","	7","	3","	1","	1","	16","	0","	19","	4","	2","	3","	3","	18","	0","	0","	1","	27","	19","	7","	25","	13","	11","	7","	0","	0","	5","	0","	11","	83","	0","	4","	2","	20","	6","	10","	0","	"
197933,"	0","	7","	4","	46","	116","	11","	2","	1","	0","	21","	32","	3","	1","	1","	19","	6","	4","	1","	35","	5","	3","	0","	21","	6","	5","	6","	1","	11","	0","	5","	2","	0","	10","	0","	34","	11","	1","	22","	0","	2","	3","	2","	7","	56","	0","	5","	0","	18","	7","	2","	1","	"
197934,"	0","	4","	4","	20","	92","	11","	0","	0","	1","	28","	19","	6","	4","	0","	31","	3","	3","	8","	12","	2","	9","	1","	22","	3","	2","	7","	1","	11","	0","	1","	0","	4","	4","	4","	15","	26","	5","	27","	8","	2","	7","	2","	4","	72","	0","	7","	1","	0","	0","	2","	0","	"
197935,"	4","	3","	5","	68","	0","	18","	8","	1","	0","	27","	21","	7","	2","	5","	16","	5","	2","	0","	33","	1","	4","	1","	31","	9","	4","	4","	1","	6","	0","	0","	0","	15","	1","	1","	19","	29","	2","	7","	0","	3","	1","	8","	14","	55","	2","	7","	0","	15","	1","	1","	1","	"
197936,"	2","	3","	2","	46","	0","	13","	4","	0","	4","	21","	26","	0","	1","	3","	22","	7","	2","	9","	21","	0","	11","	5","	11","	6","	4","	6","	1","	4","	0","	1","	0","	17","	4","	8","	8","	18","	3","	11","	10","	6","	1","	1","	16","	57","	8","	1","	1","	25","	2","	4","	0","	"
197937,"	0","	4","	5","	49","	120","	8","	5","	0","	0","	35","	21","	4","	3","	1","	20","	4","	12","	1","	14","	3","	5","	2","	36","	5","	8","	6","	3","	10","	0","	0","	0","	13","	12","	4","	35","	10","	9","	21","	10","	4","	6","	2","	9","	43","	1","	3","	0","	15","	4","	1","	0","	"
197938,"	0","	6","	2","	37","	99","	9","	4","	0","	0","	26","	11","	3","	9","	1","	16","	3","	3","	9","	2","	2","	18","	2","	23","	12","	2","	3","	2","	3","	0","	0","	0","	11","	15","	0","	19","	18","	3","	10","	0","	3","	3","	0","	16","	64","	1","	10","	0","	7","	5","	1","	0","	"
197939,"	0","	2","	1","	47","	135","	10","	1","	0","	1","	28","	4","	2","	1","	3","	21","	15","	1","	0","	23","	3","	6","	1","	17","	4","	10","	13","	4","	6","	0","	0","	1","	23","	9","	7","	14","	49","	18","	12","	0","	4","	8","	7","	7","	69","	5","	2","	0","	17","	2","	4","	0","	"
197940,"	0","	10","	2","	67","	0","	9","	3","	1","	0","	35","	0","	0","	1","	4","	19","	2","	6","	14","	10","	3","	7","	8","	27","	2","	8","	6","	0","	9","	0","	0","	0","	18","	7","	13","	17","	9","	4","	10","	11","	1","	5","	2","	14","	56","	2","	4","	0","	33","	10","	4","	0","	"
197941,"	1","	7","	5","	43","	100","	9","	0","	1","	0","	37","	13","	6","	9","	3","	22","	13","	2","	1","	11","	4","	18","	2","	18","	11","	8","	12","	3","	12","	0","	2","	2","	16","	20","	1","	25","	23","	14","	20","	0","	0","	3","	0","	13","	78","	1","	5","	0","	5","	1","	1","	0","	"
197942,"	1","	16","	7","	33","	128","	14","	3","	3","	0","	37","	18","	1","	1","	1","	19","	1","	7","	1","	22","	2","	3","	3","	15","	2","	7","	7","	12","	6","	0","	1","	0","	11","	28","	4","	21","	17","	2","	18","	20","	1","	3","	1","	4","	56","	0","	9","	0","	22","	8","	1","	0","	"
197943,"	0","	10","	6","	34","	95","	8","	0","	1","	0","	38","	0","	1","	1","	1","	26","	5","	3","	0","	12","	2","	5","	3","	24","	9","	4","	6","	5","	9","	0","	1","	0","	8","	12","	15","	12","	0","	3","	9","	0","	4","	1","	0","	18","	37","	2","	7","	2","	29","	5","	6","	0","	"
197944,"	2","	9","	5","	18","	86","	8","	4","	0","	0","	41","	15","	5","	0","	1","	22","	16","	4","	5","	11","	1","	16","	0","	21","	3","	7","	4","	3","	8","	0","	6","	1","	18","	9","	23","	0","	45","	1","	17","	15","	2","	0","	0","	9","	55","	1","	4","	1","	3","	18","	4","	2","	"
197945,"	2","	1","	4","	50","	0","	10","	3","	2","	0","	9","	21","	1","	3","	2","	30","	13","	12","	5","	27","	2","	6","	0","	22","	8","	9","	9","	6","	8","	0","	2","	2","	14","	0","	5","	14","	10","	14","	5","	8","	1","	1","	0","	12","	51","	4","	2","	1","	13","	2","	4","	0","	"
197946,"	1","	4","	5","	23","	138","	10","	1","	0","	2","	23","	11","	0","	3","	2","	22","	18","	0","	7","	0","	0","	8","	0","	15","	3","	3","	7","	2","	5","	0","	0","	1","	13","	0","	5","	19","	12","	3","	4","	0","	2","	5","	4","	7","	69","	3","	5","	1","	14","	7","	5","	0","	"
197947,"	0","	6","	8","	25","	71","	1","	3","	1","	1","	22","	4","	1","	6","	0","	13","	0","	8","	7","	17","	3","	13","	5","	12","	3","	8","	7","	8","	4","	0","	1","	0","	9","	2","	8","	14","	34","	8","	13","	0","	0","	3","	0","	10","	66","	1","	7","	2","	11","	5","	1","	0","	"
197948,"	1","	9","	7","	23","	132","	17","	1","	1","	2","	43","	35","	2","	4","	3","	13","	5","	4","	0","	13","	3","	2","	2","	14","	12","	7","	11","	2","	13","	0","	0","	0","	18","	5","	5","	21","	21","	7","	11","	0","	2","	4","	2","	4","	31","	0","	2","	0","	25","	4","	6","	0","	"
197949,"	1","	7","	6","	39","	115","	10","	6","	0","	0","	37","	10","	3","	0","	0","	22","	6","	1","	5","	15","	3","	6","	0","	15","	6","	5","	17","	2","	9","	0","	0","	0","	17","	0","	17","	30","	18","	3","	22","	0","	3","	3","	12","	3","	72","	0","	8","	0","	13","	8","	1","	0","	"
197950,"	2","	14","	10","	3","	163","	9","	4","	0","	0","	36","	22","	2","	1","	1","	37","	3","	8","	1","	30","	3","	11","	2","	10","	7","	4","	2","	5","	10","	0","	2","	1","	13","	2","	4","	9","	22","	8","	15","	0","	2","	3","	0","	9","	62","	2","	3","	0","	18","	7","	0","	0","	"
197951,"	2","	1","	6","	60","	80","	7","	0","	0","	0","	15","	15","	0","	2","	1","	33","	24","	2","	4","	14","	3","	7","	0","	11","	7","	5","	10","	5","	8","	0","	1","	1","	11","	5","	4","	19","	21","	4","	7","	11","	1","	4","	2","	11","	60","	0","	2","	0","	0","	3","	1","	0","	"
198001,"	0","	2","	0","	27","	80","	9","	0","	0","	0","	0","	14","	2","	0","	2","	6","	0","	0","	0","	0","	1","	7","	3","	5","	0","	3","	0","	4","	0","	0","	2","	0","	11","	0","	5","	7","	0","	0","	12","	0","	5","	5","	2","	5","	30","	6","	4","	0","	22","	0","	2","	0","	"
198002,"	2","	4","	0","	19","	90","	14","	4","	0","	1","	5","	12","	1","	4","	0","	0","	1","	0","	6","	0","	3","	0","	2","	12","	4","	0","	0","	0","	4","	0","	5","	0","	0","	0","	4","	17","	1","	3","	13","	0","	5","	3","	8","	4","	49","	7","	7","	0","	6","	0","	3","	0","	"
198003,"	1","	7","	3","	14","	89","	29","	3","	0","	0","	6","	21","	1","	1","	8","	30","	1","	1","	9","	16","	5","	2","	0","	17","	4","	6","	1","	2","	6","	0","	0","	1","	9","	2","	6","	13","	4","	7","	16","	0","	0","	2","	2","	8","	79","	5","	8","	0","	17","	1","	3","	0","	"
198004,"	1","	13","	2","	30","	81","	9","	3","	6","	0","	20","	20","	0","	2","	6","	19","	4","	1","	11","	24","	3","	8","	0","	29","	6","	8","	0","	10","	7","	0","	2","	2","	9","	0","	4","	30","	6","	10","	11","	3","	3","	7","	0","	17","	62","	13","	11","	1","	11","	1","	5","	0","	"
198005,"	0","	13","	11","	39","	85","	14","	3","	0","	0","	42","	24","	6","	4","	3","	16","	6","	0","	16","	11","	5","	1","	0","	17","	6","	3","	3","	0","	12","	0","	3","	0","	10","	1","	64","	15","	11","	5","	7","	0","	2","	6","	4","	8","	47","	4","	5","	0","	7","	3","	6","	0","	"
198006,"	1","	6","	7","	30","	0","	25","	3","	0","	2","	40","	32","	0","	3","	0","	9","	18","	6","	2","	15","	4","	0","	0","	12","	4","	7","	6","	5","	6","	0","	1","	4","	0","	1","	18","	25","	23","	7","	34","	15","	2","	4","	14","	14","	78","	0","	9","	0","	17","	5","	0","	0","	"
198007,"	0","	4","	6","	41","	0","	19","	3","	2","	0","	31","	24","	2","	3","	3","	27","	0","	4","	7","	32","	2","	14","	1","	8","	10","	11","	6","	6","	4","	0","	0","	1","	10","	0","	9","	17","	27","	13","	12","	8","	0","	3","	0","	7","	74","	3","	7","	2","	15","	6","	4","	2","	"
198008,"	0","	6","	12","	29","	62","	16","	2","	2","	0","	27","	11","	0","	2","	0","	14","	7","	3","	6","	1","	0","	5","	0","	28","	6","	0","	6","	3","	9","	0","	1","	0","	16","	0","	12","	11","	11","	13","	21","	0","	0","	1","	3","	11","	59","	2","	5","	0","	4","	4","	2","	0","	"
198009,"	0","	10","	8","	28","	119","	18","	1","	2","	0","	31","	21","	5","	5","	2","	30","	5","	0","	9","	8","	2","	15","	0","	11","	4","	12","	11","	11","	7","	0","	1","	4","	10","	0","	4","	26","	20","	8","	12","	0","	2","	1","	1","	12","	61","	2","	4","	0","	12","	15","	4","	0","	"
198010,"	1","	12","	3","	19","	79","	23","	1","	0","	1","	33","	13","	0","	5","	0","	16","	8","	8","	2","	9","	1","	3","	0","	36","	11","	6","	2","	2","	7","	0","	3","	1","	13","	0","	7","	18","	14","	13","	9","	6","	3","	2","	2","	8","	79","	1","	9","	0","	2","	5","	1","	0","	"
198012,"	1","	3","	6","	16","	87","	14","	7","	0","	0","	20","	21","	0","	0","	4","	19","	4","	4","	7","	31","	2","	4","	0","	15","	4","	5","	5","	1","	8","	0","	1","	2","	8","	0","	11","	25","	16","	10","	8","	11","	2","	0","	3","	14","	44","	2","	5","	0","	7","	4","	2","	0","	"
198013,"	0","	8","	6","	13","	150","	19","	4","	1","	1","	36","	20","	0","	6","	0","	17","	6","	4","	8","	6","	3","	9","	0","	8","	9","	5","	2","	4","	6","	0","	2","	0","	18","	0","	9","	27","	16","	11","	6","	8","	2","	6","	1","	9","	31","	4","	4","	0","	9","	3","	2","	0","	"
198014,"	0","	5","	8","	25","	74","	12","	0","	2","	0","	58","	5","	1","	1","	2","	43","	3","	7","	3","	0","	2","	8","	0","	20","	13","	4","	7","	2","	4","	0","	0","	1","	11","	0","	9","	10","	13","	9","	30","	19","	2","	1","	0","	12","	71","	8","	4","	1","	19","	6","	4","	0","	"
198015,"	1","	3","	2","	27","	125","	5","	1","	0","	1","	19","	14","	0","	0","	7","	29","	1","	5","	8","	13","	4","	8","	0","	19","	5","	3","	6","	2","	7","	0","	0","	2","	13","	0","	5","	13","	35","	17","	22","	15","	0","	0","	0","	10","	48","	3","	1","	0","	12","	7","	2","	0","	"
198016,"	0","	8","	5","	14","	60","	16","	0","	3","	0","	35","	8","	3","	6","	3","	29","	3","	0","	2","	10","	4","	5","	1","	6","	2","	5","	8","	1","	6","	0","	0","	0","	15","	0","	0","	19","	13","	9","	25","	9","	7","	6","	4","	9","	71","	2","	8","	1","	6","	10","	3","	1","	"
198017,"	2","	3","	3","	19","	104","	12","	7","	1","	1","	30","	19","	3","	0","	0","	23","	14","	12","	0","	11","	4","	8","	0","	19","	5","	5","	3","	3","	6","	0","	5","	0","	9","	2","	9","	19","	6","	4","	9","	21","	2","	1","	1","	13","	56","	15","	6","	3","	5","	13","	1","	0","	"
198018,"	0","	8","	8","	10","	74","	17","	0","	0","	0","	30","	12","	3","	5","	1","	18","	3","	2","	4","	12","	1","	4","	0","	16","	11","	4","	6","	2","	6","	0","	0","	0","	13","	0","	0","	13","	8","	12","	13","	14","	1","	3","	0","	0","	60","	0","	5","	0","	9","	10","	1","	0","	"
198019,"	1","	2","	9","	17","	131","	11","	10","	1","	4","	54","	24","	0","	4","	0","	4","	17","	3","	3","	15","	2","	5","	0","	18","	5","	1","	10","	4","	1","	0","	0","	0","	9","	3","	20","	15","	4","	5","	8","	5","	0","	1","	1","	12","	65","	2","	9","	1","	17","	10","	3","	3","	"
198020,"	2","	7","	7","	14","	90","	23","	7","	2","	1","	45","	20","	3","	5","	4","	23","	10","	2","	11","	12","	3","	9","	5","	9","	8","	8","	7","	2","	6","	0","	1","	0","	13","	0","	8","	19","	5","	7","	15","	8","	2","	8","	2","	7","	76","	4","	4","	3","	7","	6","	3","	1","	"
198021,"	0","	5","	4","	10","	0","	11","	5","	0","	1","	27","	13","	0","	1","	7","	8","	7","	5","	6","	7","	10","	7","	0","	14","	11","	3","	6","	0","	5","	0","	5","	0","	18","	2","	3","	11","	7","	4","	5","	0","	3","	1","	3","	7","	48","	2","	4","	1","	5","	2","	0","	0","	"
198022,"	1","	5","	1","	15","	120","	16","	4","	0","	4","	48","	6","	6","	6","	4","	14","	2","	4","	14","	18","	2","	3","	2","	8","	3","	1","	10","	4","	7","	0","	2","	0","	6","	1","	1","	5","	11","	7","	11","	13","	5","	1","	0","	11","	21","	5","	8","	0","	7","	4","	0","	0","	"
198023,"	2","	6","	9","	0","	111","	7","	2","	0","	0","	52","	16","	1","	1","	0","	10","	11","	5","	11","	1","	3","	3","	1","	25","	7","	8","	8","	0","	10","	0","	0","	0","	19","	1","	14","	15","	10","	2","	13","	7","	1","	3","	0","	5","	68","	4","	3","	2","	14","	9","	2","	0","	"
198024,"	0","	6","	12","	26","	137","	9","	1","	0","	0","	47","	17","	0","	3","	2","	22","	9","	8","	12","	11","	6","	4","	0","	31","	0","	2","	15","	2","	5","	0","	1","	0","	15","	1","	9","	20","	13","	6","	9","	12","	2","	9","	1","	10","	56","	7","	8","	5","	6","	6","	1","	0","	"
198025,"	0","	2","	4","	6","	92","	14","	1","	0","	2","	47","	19","	1","	3","	7","	45","	12","	0","	10","	14","	1","	5","	1","	13","	15","	3","	11","	0","	2","	0","	0","	0","	18","	0","	7","	25","	7","	12","	31","	20","	4","	1","	0","	6","	83","	5","	7","	2","	5","	5","	1","	0","	"
198026,"	0","	2","	7","	0","	110","	16","	0","	2","	3","	50","	11","	7","	4","	1","	16","	1","	7","	4","	9","	2","	5","	1","	14","	3","	4","	21","	0","	5","	0","	6","	0","	21","	0","	3","	20","	19","	5","	16","	14","	0","	0","	0","	15","	27","	12","	6","	0","	9","	9","	2","	0","	"
198027,"	1","	2","	5","	0","	143","	14","	4","	0","	0","	15","	10","	2","	2","	0","	21","	3","	3","	4","	11","	2","	5","	1","	17","	4","	1","	4","	0","	7","	0","	0","	0","	16","	0","	0","	19","	7","	8","	4","	8","	1","	0","	1","	12","	41","	6","	4","	0","	4","	4","	2","	0","	"
198028,"	0","	1","	9","	4","	116","	14","	6","	1","	4","	39","	6","	0","	5","	1","	19","	10","	12","	18","	7","	2","	8","	0","	17","	6","	1","	12","	3","	8","	0","	1","	2","	11","	0","	3","	4","	8","	8","	13","	7","	0","	1","	1","	16","	55","	0","	3","	1","	9","	5","	0","	0","	"
