,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,
197721,"	8","	3","	5","	26","	0","	8","	3","	3","	1","	27","	12","	0","	0","	2","	8","	6","	7","	0","	12","	5","	12","	3","	30","	9","	17","	11","	3","	7","	2","	2","	2","	17","	10","	0","	32","	16","	7","	7","	4","	4","	1","	0","	34","	24","	1","	5","	1","	5","	6","	2","	0","	"
197722,"	0","	2","	2","	8","	116","	12","	4","	1","	0","	25","	23","	5","	1","	1","	37","	2","	3","	8","	8","	0","	9","	0","	21","	6","	16","	8","	2","	6","	0","	3","	2","	11","	1","	0","	25","	28","	20","	10","	19","	1","	2","	0","	18","	34","	0","	3","	1","	11","	11","	6","	1","	"
197723,"	31","	2","	15","	20","	112","	2","	8","	1","	3","	48","	16","	2","	5","	3","	29","	3","	17","	0","	0","	1","	11","	0","	25","	1","	7","	13","	7","	6","	0","	1","	1","	13","	14","	0","	24","	25","	2","	14","	22","	1","	3","	1","	14","	28","	5","	1","	0","	2","	3","	3","	2","	"
197724,"	22","	3","	10","	20","	139","	5","	7","	0","	2","	26","	25","	2","	2","	1","	7","	5","	6","	24","	25","	4","	5","	0","	42","	13","	4","	9","	1","	4","	1","	3","	0","	16","	11","	0","	22","	31","	2","	10","	33","	2","	3","	0","	17","	26","	1","	9","	0","	6","	3","	9","	0","	"
197725,"	2","	11","	8","	9","	90","	11","	6","	0","	1","	31","	21","	0","	0","	0","	24","	5","	9","	0","	4","	2","	8","	2","	37","	12","	8","	10","	2","	6","	2","	3","	0","	29","	8","	1","	31","	25","	8","	7","	31","	1","	1","	0","	10","	30","	3","	3","	0","	22","	8","	6","	0","	"
197726,"	1","	3","	4","	14","	0","	17","	4","	3","	0","	33","	33","	3","	1","	7","	24","	3","	3","	0","	0","	4","	6","	0","	27","	2","	10","	5","	1","	9","	0","	2","	1","	30","	11","	0","	25","	17","	3","	10","	26","	4","	1","	1","	32","	31","	7","	4","	0","	2","	5","	4","	0","	"
197727,"	4","	1","	5","	2","	74","	8","	4","	1","	0","	32","	7","	1","	1","	0","	2","	1","	5","	0","	23","	2","	11","	0","	21","	14","	9","	13","	2","	5","	2","	5","	2","	27","	3","	0","	19","	19","	0","	14","	31","	1","	0","	0","	19","	31","	3","	10","	0","	13","	2","	3","	2","	"
197728,"	0","	3","	8","	7","	94","	19","	0","	0","	0","	65","	27","	0","	0","	7","	33","	0","	5","	20","	10","	2","	3","	1","	34","	9","	14","	14","	2","	4","	1","	1","	0","	14","	13","	0","	36","	10","	8","	14","	18","	2","	2","	0","	11","	32","	3","	11","	3","	3","	10","	7","	0","	"
197729,"	9","	3","	15","	8","	115","	11","	8","	0","	0","	31","	24","	1","	9","	6","	15","	1","	0","	25","	10","	5","	3","	0","	20","	8","	4","	12","	3","	16","	0","	2","	0","	22","	13","	0","	23","	12","	4","	16","	34","	8","	2","	0","	16","	32","	14","	5","	0","	10","	4","	5","	0","	"
197730,"	1","	2","	5","	13","	112","	9","	8","	0","	2","	33","	14","	1","	1","	0","	23","	5","	7","	8","	9","	5","	11","	0","	5","	21","	19","	5","	11","	10","	0","	0","	0","	21","	1","	0","	7","	51","	4","	12","	14","	1","	2","	0","	18","	44","	3","	7","	0","	25","	6","	8","	0","	"
197731,"	19","	7","	20","	12","	110","	6","	1","	6","	1","	13","	15","	12","	0","	3","	14","	2","	2","	5","	5","	5","	12","	0","	25","	13","	9","	6","	4","	6","	0","	0","	3","	21","	18","	0","	32","	8","	1","	19","	25","	5","	4","	2","	5","	41","	0","	11","	1","	8","	6","	2","	1","	"
197732,"	5","	6","	17","	14","	111","	9","	11","	0","	0","	23","	24","	0","	0","	5","	28","	3","	8","	12","	5","	2","	9","	0","	20","	9","	10","	11","	5","	6","	1","	1","	0","	0","	1","	0","	21","	47","	6","	12","	21","	2","	3","	0","	27","	26","	0","	4","	2","	4","	14","	3","	1","	"
197733,"	0","	0","	4","	11","	108","	9","	3","	0","	2","	47","	42","	8","	4","	0","	15","	7","	6","	12","	13","	4","	12","	0","	37","	2","	6","	13","	2","	11","	0","	0","	0","	0","	15","	0","	20","	19","	14","	10","	20","	1","	4","	0","	26","	37","	3","	5","	0","	15","	6","	8","	0","	"
197734,"	8","	9","	9","	13","	108","	13","	4","	0","	1","	27","	17","	2","	2","	4","	21","	4","	4","	5","	15","	0","	8","	0","	27","	0","	7","	7","	3","	6","	1","	3","	0","	14","	3","	0","	28","	47","	4","	15","	13","	4","	4","	1","	18","	46","	17","	2","	1","	23","	4","	6","	0","	"
197735,"	3","	0","	11","	9","	0","	5","	4","	3","	2","	17","	0","	4","	1","	1","	32","	3","	1","	4","	10","	2","	12","	0","	28","	6","	6","	5","	2","	13","	4","	7","	2","	16","	1","	0","	17","	31","	7","	9","	14","	3","	6","	0","	15","	35","	3","	7","	0","	2","	12","	3","	0","	"
197736,"	0","	9","	15","	29","	56","	10","	2","	0","	2","	26","	34","	2","	1","	1","	10","	2","	5","	0","	6","	2","	0","	0","	19","	23","	9","	15","	9","	8","	1","	1","	1","	11","	6","	0","	23","	30","	5","	12","	23","	3","	3","	0","	27","	32","	8","	6","	0","	11","	5","	2","	0","	"
197737,"	0","	5","	13","	17","	124","	7","	1","	0","	0","	23","	14","	0","	5","	0","	28","	18","	8","	11","	13","	2","	4","	0","	36","	3","	7","	9","	1","	0","	0","	2","	0","	15","	3","	0","	26","	0","	7","	24","	21","	1","	2","	0","	23","	62","	2","	4","	5","	22","	6","	3","	1","	"
197738,"	7","	9","	12","	9","	103","	2","	7","	0","	0","	36","	40","	3","	7","	1","	9","	8","	1","	17","	7","	3","	11","	0","	27","	19","	7","	9","	14","	25","	0","	2","	0","	12","	7","	1","	0","	21","	8","	8","	0","	2","	0","	1","	17","	42","	4","	11","	0","	35","	12","	7","	0","	"
197739,"	2","	5","	9","	22","	111","	8","	2","	0","	0","	34","	44","	1","	2","	2","	38","	14","	2","	0","	19","	7","	4","	0","	21","	23","	7","	7","	0","	16","	1","	3","	1","	26","	7","	0","	26","	22","	10","	10","	7","	2","	6","	0","	25","	55","	4","	5","	1","	9","	9","	5","	0","	"
197740,"	2","	7","	4","	17","	0","	13","	13","	0","	1","	21","	1","	7","	2","	3","	14","	6","	1","	16","	12","	5","	2","	2","	39","	8","	8","	6","	5","	4","	1","	4","	1","	13","	8","	0","	28","	34","	0","	17","	26","	0","	4","	2","	20","	65","	3","	9","	1","	6","	20","	4","	0","	"
197741,"	5","	6","	8","	7","	83","	5","	11","	0","	1","	16","	22","	3","	0","	1","	5","	3","	9","	0","	16","	5","	5","	0","	14","	4","	9","	8","	6","	11","	1","	0","	1","	20","	8","	0","	11","	15","	10","	11","	7","	0","	1","	0","	20","	25","	6","	3","	1","	6","	17","	11","	0","	"
197742,"	3","	5","	9","	8","	106","	11","	3","	0","	1","	29","	12","	4","	2","	1","	37","	6","	9","	30","	4","	6","	4","	1","	37","	6","	10","	10","	4","	5","	0","	1","	0","	16","	2","	0","	19","	44","	0","	16","	0","	2","	8","	5","	16","	63","	1","	10","	0","	32","	17","	0","	0","	"
197743,"	1","	2","	10","	42","	115","	12","	4","	0","	0","	30","	31","	1","	4","	1","	25","	2","	5","	7","	20","	4","	6","	1","	28","	6","	3","	13","	3","	2","	2","	3","	1","	8","	2","	0","	26","	26","	14","	9","	10","	2","	7","	0","	17","	30","	3","	5","	1","	13","	10","	4","	0","	"
197744,"	7","	0","	10","	29","	107","	9","	1","	0","	1","	11","	17","	5","	0","	2","	16","	5","	1","	0","	1","	2","	10","	1","	9","	16","	16","	11","	3","	11","	1","	4","	0","	15","	6","	0","	19","	40","	8","	13","	0","	1","	1","	0","	24","	35","	2","	6","	0","	10","	12","	5","	1","	"
197745,"	1","	2","	8","	20","	108","	11","	1","	0","	0","	13","	17","	0","	1","	1","	37","	4","	15","	2","	1","	4","	8","	0","	23","	10","	1","	8","	1","	14","	0","	0","	0","	20","	8","	0","	41","	48","	27","	15","	0","	2","	4","	1","	14","	30","	3","	14","	1","	8","	13","	7","	0","	"
197746,"	32","	4","	15","	7","	91","	8","	6","	0","	0","	22","	8","	2","	0","	3","	7","	0","	2","	3","	12","	4","	9","	0","	28","	0","	9","	6","	13","	8","	0","	3","	0","	11","	17","	0","	21","	30","	8","	19","	0","	5","	1","	0","	10","	35","	0","	8","	0","	14","	14","	21","	0","	"
197747,"	5","	1","	14","	25","	120","	6","	2","	1","	0","	25","	18","	0","	15","	4","	29","	9","	1","	18","	5","	5","	6","	0","	29","	14","	10","	6","	3","	7","	1","	12","	1","	13","	5","	0","	18","	22","	8","	13","	0","	1","	2","	5","	29","	49","	20","	7","	0","	17","	15","	9","	1","	"
197748,"	2","	3","	13","	11","	120","	9","	2","	0","	2","	23","	19","	5","	3","	1","	22","	5","	1","	12","	4","	4","	11","	0","	27","	10","	18","	8","	7","	9","	0","	1","	2","	22","	14","	0","	22","	26","	3","	21","	0","	0","	2","	1","	15","	28","	3","	8","	0","	9","	2","	5","	0","	"
197749,"	0","	5","	8","	9","	153","	8","	0","	0","	0","	22","	6","	8","	2","	2","	37","	1","	14","	13","	39","	3","	9","	2","	32","	9","	15","	9","	10","	4","	3","	39","	0","	17","	7","	0","	27","	21","	8","	27","	34","	1","	1","	0","	12","	53","	5","	9","	1","	7","	18","	7","	1","	"
197750,"	1","	6","	7","	39","	120","	14","	3","	4","	0","	18","	37","	1","	1","	0","	28","	5","	1","	4","	13","	2","	6","	0","	17","	12","	8","	3","	9","	14","	0","	9","	3","	24","	27","	0","	22","	22","	10","	21","	20","	1","	1","	0","	8","	39","	1","	16","	0","	39","	22","	4","	0","	"
197751,"	3","	2","	7","	40","	0","	13","	7","	0","	0","	20","	0","	4","	0","	0","	23","	0","	0","	3","	24","	2","	7","	0","	36","	18","	6","	4","	8","	7","	0","	4","	2","	21","	12","	0","	29","	21","	6","	12","	17","	0","	0","	0","	9","	43","	6","	7","	0","	5","	10","	4","	0","	"
197752,"	5","	0","	5","	14","	0","	12","	3","	0","	1","	25","	2","	2","	1","	10","	27","	2","	49","	0","	0","	4","	8","	0","	25","	11","	11","	4","	3","	11","	0","	3","	0","	6","	4","	0","	22","	22","	1","	9","	19","	4","	5","	0","	25","	32","	2","	4","	3","	10","	10","	3","	1","	"
197801,"	0","	2","	2","	21","	116","	0","	0","	0","	0","	0","	0","	0","	4","	2","	0","	0","	0","	4","	0","	3","	12","	0","	11","	5","	9","	0","	27","	4","	0","	16","	0","	0","	7","	0","	12","	20","	1","	30","	0","	1","	1","	2","	4","	8","	0","	2","	0","	10","	0","	3","	0","	"
197802,"	4","	1","	2","	13","	106","	1","	1","	0","	0","	4","	0","	0","	0","	9","	8","	0","	3","	16","	0","	1","	8","	0","	19","	18","	8","	0","	15","	3","	0","	1","	3","	17","	22","	0","	31","	12","	0","	29","	0","	0","	1","	0","	14","	16","	0","	7","	0","	22","	0","	1","	0","	"
197803,"	14","	3","	6","	21","	116","	5","	1","	0","	1","	14","	23","	1","	6","	4","	9","	1","	2","	0","	0","	1","	12","	0","	21","	20","	3","	1","	10","	7","	0","	5","	0","	8","	8","	0","	11","	21","	6","	22","	12","	3","	2","	0","	14","	39","	10","	1","	0","	18","	6","	1","	0","	"
197804,"	6","	1","	9","	17","	123","	11","	2","	0","	1","	23","	19","	3","	5","	5","	14","	0","	2","	0","	14","	5","	12","	0","	26","	22","	12","	2","	8","	6","	0","	2","	0","	14","	12","	0","	14","	26","	7","	8","	6","	3","	0","	0","	4","	55","	12","	5","	0","	6","	12","	8","	0","	"
197805,"	1","	3","	4","	24","	109","	13","	4","	0","	0","	24","	13","	1","	0","	5","	36","	6","	3","	0","	9","	4","	6","	1","	22","	14","	15","	11","	16","	6","	1","	0","	1","	0","	3","	0","	15","	11","	6","	23","	0","	0","	2","	0","	29","	46","	9","	8","	1","	30","	5","	4","	0","	"
197806,"	5","	3","	6","	26","	0","	11","	3","	0","	0","	23","	2","	5","	0","	5","	15","	7","	8","	0","	7","	4","	1","	1","	34","	16","	4","	4","	5","	11","	0","	3","	0","	19","	13","	0","	49","	12","	9","	17","	9","	0","	3","	0","	11","	97","	0","	5","	0","	9","	3","	4","	0","	"
197807,"	0","	1","	4","	16","	0","	13","	1","	0","	0","	30","	32","	3","	1","	3","	16","	2","	2","	0","	5","	7","	4","	0","	24","	18","	8","	3","	8","	8","	0","	3","	1","	9","	11","	0","	24","	35","	3","	13","	19","	6","	1","	0","	18","	55","	16","	5","	2","	9","	7","	10","	0","	"
197808,"	0","	2","	3","	16","	90","	14","	2","	1","	0","	31","	1","	2","	4","	3","	8","	4","	2","	0","	13","	3","	7","	0","	17","	14","	12","	6","	4","	2","	3","	2","	0","	11","	9","	0","	23","	16","	5","	16","	15","	3","	4","	0","	18","	52","	0","	2","	0","	15","	4","	5","	1","	"
197809,"	2","	6","	1","	20","	115","	10","	3","	0","	0","	25","	8","	2","	0","	3","	31","	2","	4","	21","	16","	3","	14","	1","	21","	14","	6","	9","	2","	9","	5","	1","	0","	11","	14","	0","	20","	43","	13","	6","	5","	4","	6","	0","	10","	58","	7","	17","	0","	22","	10","	6","	0","	"
197810,"	0","	0","	8","	10","	112","	11","	9","	1","	0","	29","	9","	4","	1","	1","	15","	1","	8","	13","	6","	5","	6","	1","	32","	5","	8","	7","	5","	11","	2","	0","	1","	16","	7","	0","	18","	23","	8","	15","	0","	4","	0","	9","	9","	36","	3","	6","	2","	28","	4","	2","	0","	"
197811,"	5","	0","	3","	28","	112","	16","	4","	0","	0","	31","	12","	2","	8","	2","	39","	2","	5","	3","	37","	5","	11","	1","	12","	7","	14","	14","	13","	4","	4","	3","	3","	13","	5","	0","	29","	18","	7","	14","	0","	0","	4","	2","	14","	39","	9","	6","	0","	14","	17","	2","	0","	"
197812,"	9","	6","	5","	33","	91","	8","	2","	0","	0","	39","	9","	0","	5","	2","	15","	3","	7","	0","	4","	4","	0","	0","	28","	16","	6","	7","	1","	9","	4","	2","	0","	14","	9","	0","	18","	15","	16","	18","	0","	2","	1","	0","	39","	50","	2","	5","	1","	11","	5","	2","	4","	"
197813,"	3","	0","	7","	10","	73","	7","	2","	0","	0","	28","	7","	3","	2","	2","	22","	5","	5","	0","	6","	5","	11","	0","	13","	7","	13","	6","	2","	6","	6","	4","	1","	15","	7","	0","	26","	12","	16","	19","	0","	1","	4","	0","	16","	37","	9","	8","	1","	22","	3","	2","	2","	"
197814,"	2","	2","	4","	29","	119","	9","	1","	1","	4","	16","	15","	1","	4","	3","	24","	1","	9","	0","	2","	4","	8","	1","	23","	18","	19","	3","	4","	6","	1","	0","	0","	31","	8","	0","	21","	16","	1","	22","	0","	0","	1","	0","	3","	61","	11","	6","	1","	13","	4","	3","	0","	"
197815,"	0","	4","	1","	43","	105","	2","	4","	1","	2","	32","	4","	1","	6","	5","	18","	3","	11","	0","	20","	2","	1","	1","	44","	16","	19","	13","	3","	3","	0","	2","	1","	30","	12","	1","	40","	41","	8","	27","	11","	0","	0","	0","	10","	59","	1","	0","	1","	6","	6","	3","	3","	"
197816,"	8","	0","	3","	40","	66","	8","	13","	0","	0","	37","	13","	1","	1","	8","	49","	2","	0","	22","	21","	3","	0","	3","	12","	11","	21","	3","	1","	2","	3","	1","	0","	11","	23","	2","	34","	36","	13","	38","	0","	1","	3","	0","	14","	44","	8","	5","	2","	17","	9","	6","	0","	"
197817,"	6","	5","	12","	26","	103","	11","	3","	0","	1","	31","	12","	8","	5","	4","	14","	5","	1","	19","	0","	4","	29","	6","	24","	11","	8","	9","	2","	8","	0","	0","	0","	14","	13","	0","	26","	29","	17","	12","	0","	3","	3","	11","	23","	52","	5","	3","	1","	17","	2","	7","	0","	"
197818,"	2","	3","	1","	23","	112","	14","	10","	0","	0","	44","	21","	1","	4","	9","	34","	2","	1","	12","	8","	4","	12","	0","	18","	9","	12","	8","	1","	7","	3","	5","	1","	12","	8","	8","	17","	14","	4","	18","	0","	0","	2","	0","	15","	57","	2","	4","	0","	34","	2","	0","	0","	"
197819,"	7","	7","	3","	17","	72","	11","	6","	2","	0","	32","	17","	2","	7","	2","	18","	5","	2","	0","	21","	4","	11","	0","	30","	6","	19","	7","	0","	3","	1","	2","	0","	15","	8","	2","	43","	39","	12","	19","	5","	3","	1","	0","	24","	45","	7","	3","	0","	20","	6","	2","	0","	"
197820,"	2","	1","	2","	8","	101","	7","	4","	0","	0","	38","	9","	2","	2","	4","	9","	5","	6","	5","	1","	4","	10","	1","	39","	12","	14","	13","	2","	15","	1","	2","	1","	16","	15","	0","	20","	11","	2","	21","	16","	4","	2","	0","	13","	61","	3","	4","	3","	22","	5","	3","	0","	"
197821,"	1","	0","	8","	0","	0","	17","	5","	0","	0","	40","	2","	6","	0","	9","	11","	0","	5","	3","	15","	5","	4","	0","	27","	0","	13","	8","	0","	1","	4","	0","	0","	24","	8","	4","	0","	30","	10","	15","	0","	0","	0","	16","	21","	46","	3","	1","	1","	19","	5","	0","	0","	"
197822,"	2","	0","	7","	0","	99","	4","	5","	0","	0","	32","	9","	3","	4","	21","	31","	6","	8","	10","	12","	2","	0","	2","	13","	16","	3","	9","	3","	3","	2","	1","	3","	14","	12","	1","	25","	31","	6","	27","	0","	3","	1","	0","	10","	52","	11","	3","	3","	22","	2","	1","	0","	"
197823,"	0","	13","	2","	46","	94","	13","	6","	0","	0","	36","	9","	1","	0","	4","	10","	6","	10","	1","	15","	4","	9","	0","	19","	15","	11","	7","	1","	6","	4","	2","	1","	13","	12","	1","	45","	26","	7","	48","	6","	1","	1","	0","	12","	38","	3","	4","	1","	16","	2","	3","	0","	"
197824,"	3","	4","	15","	49","	49","	15","	1","	1","	4","	30","	5","	1","	2","	0","	29","	6","	2","	8","	11","	3","	7","	2","	11","	15","	17","	6","	13","	11","	1","	4","	3","	12","	5","	1","	31","	16","	3","	22","	0","	0","	3","	7","	11","	43","	9","	5","	4","	19","	7","	0","	1","	"
197825,"	5","	1","	2","	17","	132","	6","	5","	0","	1","	42","	18","	0","	4","	0","	25","	0","	8","	1","	47","	6","	7","	0","	24","	19","	3","	5","	1","	9","	0","	0","	1","	16","	12","	1","	36","	9","	11","	23","	0","	1","	2","	0","	6","	59","	10","	3","	7","	11","	3","	3","	3","	"
197826,"	11","	0","	12","	12","	96","	5","	0","	1","	1","	32","	15","	2","	7","	16","	21","	5","	8","	0","	0","	2","	7","	2","	23","	30","	1","	12","	2","	14","	0","	0","	0","	12","	4","	9","	29","	43","	1","	26","	20","	2","	0","	0","	8","	48","	3","	5","	0","	35","	4","	3","	0","	"
197828,"	2","	0","	6","	24","	72","	9","	6","	0","	0","	15","	19","	0","	2","	4","	50","	2","	8","	7","	9","	3","	12","	0","	15","	11","	7","	9","	3","	7","	1","	0","	2","	27","	18","	2","	20","	8","	2","	16","	7","	4","	2","	0","	11","	54","	4","	7","	2","	22","	3","	2","	0","	"
197829,"	2","	4","	5","	27","	61","	10","	1","	0","	0","	46","	19","	3","	2","	15","	22","	12","	2","	0","	10","	3","	4","	2","	15","	12","	8","	8","	3","	3","	0","	2","	2","	18","	9","	3","	17","	25","	5","	18","	8","	0","	3","	0","	26","	38","	2","	5","	2","	14","	11","	2","	1","	"
197830,"	1","	1","	7","	19","	102","	5","	3","	0","	1","	16","	9","	0","	1","	1","	31","	3","	3","	4","	3","	3","	0","	1","	21","	9","	17","	16","	24","	5","	0","	0","	1","	25","	19","	1","	14","	21","	1","	25","	30","	2","	1","	4","	14","	35","	10","	7","	0","	9","	3","	6","	1","	"
197831,"	1","	6","	8","	8","	69","	10","	0","	3","	0","	19","	4","	30","	1","	3","	11","	8","	14","	1","	12","	4","	7","	1","	32","	14","	2","	4","	0","	3","	1","	0","	0","	0","	4","	4","	13","	36","	5","	17","	19","	1","	1","	0","	4","	56","	5","	1","	1","	11","	7","	5","	0","	"
197832,"	2","	4","	5","	26","	60","	15","	3","	0","	2","	47","	7","	2","	4","	5","	19","	4","	0","	6","	26","	3","	15","	0","	23","	6","	6","	15","	2","	0","	0","	2","	0","	10","	18","	2","	32","	12","	12","	17","	7","	3","	0","	0","	41","	56","	1","	22","	0","	16","	3","	3","	5","	"
197833,"	2","	31","	4","	12","	98","	6","	5","	0","	2","	37","	35","	1","	5","	7","	13","	2","	2","	3","	10","	6","	5","	0","	16","	14","	6","	8","	5","	16","	0","	2","	0","	20","	9","	0","	21","	16","	5","	35","	25","	0","	2","	1","	19","	45","	15","	4","	1","	16","	11","	3","	0","	"
197834,"	3","	2","	2","	8","	140","	7","	3","	1","	0","	43","	7","	1","	0","	6","	35","	3","	2","	8","	11","	2","	6","	1","	29","	15","	3","	22","	2","	5","	1","	6","	3","	18","	8","	1","	18","	14","	5","	9","	12","	0","	5","	0","	3","	58","	0","	6","	0","	22","	4","	1","	1","	"
197835,"	1","	4","	4","	10","	0","	12","	4","	0","	2","	26","	8","	14","	2","	4","	21","	3","	2","	8","	11","	2","	10","	0","	31","	14","	20","	9","	3","	9","	0","	1","	8","	17","	8","	0","	35","	26","	1","	3","	0","	2","	0","	0","	19","	58","	8","	7","	0","	3","	2","	3","	0","	"
197836,"	1","	3","	2","	17","	90","	5","	1","	0","	3","	32","	5","	3","	3","	4","	25","	7","	2","	10","	10","	3","	5","	10","	16","	114","	10","	8","	7","	2","	0","	1","	0","	10","	7","	2","	13","	21","	14","	40","	3","	2","	0","	0","	6","	56","	15","	3","	2","	16","	3","	7","	4","	"
197837,"	1","	5","	1","	3","	82","	12","	3","	0","	0","	25","	15","	4","	0","	8","	25","	1","	4","	5","	7","	2","	1","	2","	19","	18","	19","	15","	1","	8","	4","	0","	1","	7","	6","	1","	22","	19","	11","	19","	15","	3","	2","	3","	7","	40","	1","	5","	0","	13","	6","	2","	0","	"
197838,"	0","	15","	1","	54","	105","	7","	3","	2","	6","	33","	0","	1","	2","	2","	16","	9","	12","	0","	0","	4","	14","	9","	24","	31","	10","	16","	3","	5","	4","	0","	3","	9","	7","	2","	19","	26","	11","	21","	33","	3","	2","	15","	8","	47","	7","	5","	0","	29","	7","	7","	0","	"
197839,"	1","	7","	1","	5","	102","	20","	3","	0","	0","	49","	14","	7","	2","	1","	32","	6","	11","	0","	19","	3","	3","	4","	31","	19","	14","	11","	0","	3","	1","	2","	0","	13","	3","	5","	23","	36","	5","	19","	3","	0","	0","	1","	3","	89","	8","	7","	1","	15","	4","	1","	0","	"
197840,"	1","	3","	0","	30","	0","	6","	2","	1","	1","	46","	0","	2","	0","	2","	29","	5","	3","	16","	18","	2","	3","	3","	31","	19","	7","	13","	0","	17","	3","	1","	0","	10","	12","	1","	19","	27","	14","	5","	7","	2","	2","	3","	36","	64","	17","	5","	1","	17","	10","	3","	0","	"
197842,"	2","	13","	2","	20","	88","	7","	2","	2","	2","	41","	18","	0","	3","	2","	21","	1","	14","	2","	16","	4","	8","	3","	40","	32","	23","	14","	1","	13","	2","	10","	2","	10","	4","	2","	20","	14","	6","	23","	19","	0","	6","	8","	13","	56","	5","	4","	0","	15","	10","	4","	0","	"
197843,"	0","	0","	0","	56","	127","	9","	0","	2","	1","	28","	11","	8","	7","	4","	34","	4","	3","	1","	4","	7","	4","	0","	29","	44","	3","	8","	0","	7","	0","	10","	0","	14","	2","	4","	19","	11","	11","	22","	0","	8","	0","	0","	13","	54","	9","	5","	0","	6","	3","	1","	0","	"
197844,"	0","	6","	0","	24","	101","	4","	0","	0","	0","	37","	22","	3","	1","	9","	27","	6","	3","	6","	0","	1","	12","	1","	26","	28","	15","	5","	2","	7","	10","	4","	0","	9","	11","	1","	25","	26","	6","	21","	0","	5","	3","	0","	6","	53","	8","	9","	2","	23","	9","	4","	0","	"
197845,"	1","	1","	3","	14","	74","	8","	4","	2","	0","	31","	15","	1","	2","	1","	26","	3","	6","	4","	14","	4","	0","	6","	21","	7","	4","	7","	4","	0","	0","	4","	3","	17","	3","	2","	24","	21","	2","	11","	0","	1","	3","	0","	11","	46","	10","	5","	0","	9","	4","	2","	0","	"
197846,"	2","	4","	5","	5","	124","	6","	9","	1","	1","	33","	0","	1","	2","	0","	39","	5","	1","	11","	4","	2","	4","	0","	17","	39","	5","	8","	1","	2","	0","	1","	0","	12","	10","	2","	24","	25","	10","	23","	36","	1","	4","	10","	13","	38","	4","	5","	3","	12","	5","	3","	1","	"
197847,"	1","	2","	2","	66","	37","	6","	1","	0","	1","	45","	4","	5","	4","	2","	14","	3","	2","	7","	8","	2","	6","	3","	23","	14","	17","	6","	6","	16","	0","	0","	0","	6","	2","	1","	17","	21","	3","	8","	11","	0","	0","	0","	13","	72","	2","	9","	1","	22","	3","	0","	0","	"
197848,"	1","	1","	9","	38","	109","	3","	3","	4","	0","	22","	0","	2","	2","	4","	32","	5","	3","	1","	8","	2","	19","	5","	15","	18","	3","	6","	2","	2","	0","	6","	1","	11","	5","	3","	15","	21","	6","	20","	0","	2","	1","	25","	12","	51","	9","	7","	0","	28","	3","	2","	0","	"
197849,"	0","	2","	0","	18","	83","	10","	6","	3","	0","	33","	19","	6","	1","	3","	24","	8","	3","	0","	16","	4","	14","	4","	30","	19","	36","	6","	1","	5","	0","	7","	1","	4","	8","	3","	20","	27","	3","	11","	0","	4","	2","	0","	11","	64","	2","	7","	1","	46","	5","	6","	0","	"
197850,"	1","	4","	2","	35","	91","	9","	1","	0","	0","	38","	0","	1","	3","	2","	18","	2","	7","	0","	16","	4","	1","	10","	33","	15","	41","	11","	9","	6","	0","	2","	6","	19","	0","	3","	21","	11","	2","	19","	24","	1","	2","	14","	14","	51","	6","	10","	2","	10","	12","	0","	0","	"
197851,"	0","	7","	1","	22","	86","	7","	1","	0","	2","	55","	8","	1","	3","	1","	11","	3","	13","	0","	0","	4","	7","	0","	19","	24","	4","	8","	4","	7","	0","	3","	2","	25","	27","	0","	23","	5","	0","	11","	0","	0","	1","	6","	8","	67","	0","	1","	0","	4","	6","	0","	0","	"
197852,"	1","	10","	2","	31","	89","	11","	4","	1","	1","	34","	5","	2","	2","	0","	30","	7","	0","	0","	19","	6","	2","	0","	19","	19","	5","	5","	9","	7","	0","	4","	0","	8","	2","	1","	24","	27","	2","	18","	10","	5","	1","	3","	13","	77","	10","	4","	3","	12","	7","	0","	2","	"
197901,"	0","	9","	3","	19","	65","	1","	2","	0","	0","	0","	3","	3","	3","	1","	18","	0","	0","	0","	0","	1","	8","	3","	14","	24","	8","	0","	0","	1","	0","	2","	0","	16","	10","	0","	25","	13","	0","	15","	0","	4","	5","	3","	3","	46","	0","	0","	0","	28","	0","	3","	0","	"
197902,"	0","	0","	2","	33","	93","	7","	3","	2","	2","	4","	3","	1","	10","	0","	9","	1","	0","	13","	5","	4","	2","	1","	21","	14","	7","	0","	5","	17","	0","	0","	1","	5","	12","	0","	27","	22","	1","	23","	0","	3","	3","	3","	8","	56","	12","	11","	1","	26","	1","	4","	0","	"
197903,"	1","	3","	0","	26","	68","	7","	7","	0","	4","	15","	11","	0","	3","	1","	23","	1","	1","	8","	5","	5","	1","	5","	28","	19","	6","	2","	6","	2","	2","	10","	4","	11","	22","	8","	16","	8","	0","	15","	0","	1","	7","	6","	18","	91","	7","	4","	0","	17","	1","	8","	0","	"
197904,"	0","	2","	1","	53","	92","	4","	5","	2","	0","	20","	23","	3","	3","	0","	25","	7","	3","	10","	19","	4","	11","	2","	21","	18","	2","	4","	4","	12","	0","	1","	1","	6","	9","	0","	24","	14","	0","	11","	0","	2","	3","	2","	4","	77","	17","	6","	1","	22","	2","	2","	1","	"
